Port,Protocol,Count
16304,dstopts,9
58902,nd,9
3267,none,13
55138,ah,5
44644,max,7
40358,max,6
16304,rsvp,11
46440,routing,10
42974,sctp,11
53559,eon,9
23969,icmpv6,2
40710,dstopts,10
7627,tcp,4
51321,hopopts,10
54518,gre,10
10867,gre,2
65316,none,10
7611,xtp,6
38855,igmp,8
23472,ggp,14
44215,egp,14
646,rsvp,18
16656,raw,9
16656,tcp,7
23923,tcp,11
3958,ipcomp,8
20553,rsvp,6
38745,egp,13
2579,icmp,15
58231,nd,8
46728,raw,11
56745,idp,9
49966,dstopts,13
62398,ipcomp,13
42974,max,9
18079,esp,10
26217,ipv6,11
21093,ipcomp,8
50427,ipcomp,7
36721,igmp,12
36329,tp,13
47869,tcp,12
25199,hopopts,10
33445,ipip,10
37978,eon,6
13936,rsvp,6
12641,rsvp,13
336,dstopts,9
13107,ggp,5
24762,pup,11
55187,rsvp,7
28522,gre,10
53595,nd,6
47239,icmp,9
35184,nd,12
23472,tp,11
35226,ipcomp,7
618,sctp,13
9515,ipip,4
16659,gre,7
52381,idp,9
12211,raw,12
33251,raw,10
39046,tp,17
45532,eon,12
14693,ah,12
12360,fragment,11
4292,routing,6
60847,xtp,7
59577,pim,12
30618,max,9
1679,hopopts,7
30726,pup,8
13981,ipv6,10
52474,rsvp,11
3317,pup,6
42185,eon,10
56745,routing,12
53185,gre,6
41919,igmp,10
61569,routing,11
23923,sctp,9
49966,sctp,17
6278,dstopts,9
33395,xtp,9
4417,ipcomp,8
49966,ggp,6
24268,ggp,9
28788,nd,13
36857,tp,9
45369,routing,9
30726,icmpv6,15
19699,sctp,13
43325,ggp,7
59577,hello,7
26217,fragment,13
61503,pim,12
23054,sctp,10
27895,raw,12
20443,ipip,12
27895,icmpv6,7
22889,ah,6
34706,none,5
6612,idp,10
12063,ipv6,14
36564,rsvp,12
51301,gre,9
20554,tp,7
33379,ah,12
2450,pup,12
16510,ah,4
33395,hopopts,9
55329,eon,7
27311,routing,10
477,max,14
24394,pup,10
40316,none,7
5883,ipip,11
26217,pim,6
35184,igmp,9
49185,hello,6
28072,icmpv6,14
32066,udp,11
2450,ipip,7
37277,hopopts,8
16659,fragment,9
47362,nd,9
33395,ipv6,7
2579,xtp,10
48276,max,6
34416,routing,19
61837,hello,7
13107,pim,8
7535,pup,7
28522,icmp,10
57764,rsvp,11
9200,sctp,6
55329,sctp,10
52275,eon,10
46924,ggp,14
30726,tp,11
34973,ipip,7
477,nd,9
20443,hello,10
51321,eon,9
8805,icmpv6,13
42310,pup,10
63733,idp,10
618,ipip,7
35086,ipcomp,7
28788,pup,10
37737,tp,15
46924,max,9
50462,udp,7
27295,igmp,10
47869,none,17
9700,egp,10
2802,icmp,8
35086,icmp,4
44484,esp,7
14201,routing,10
35226,ah,13
60847,nd,7
53731,rsvp,15
21442,ipip,7
42310,tcp,9
16816,esp,6
14201,dstopts,16
52281,max,10
38192,pup,8
24495,icmp,7
4309,hello,7
21166,ipv6,10
3267,sctp,8
9515,max,8
4663,fragment,11
618,raw,10
37636,tcp,11
47362,hopopts,13
14032,igmp,7
43661,fragment,8
25199,ah,6
477,pup,8
4663,esp,14
24496,ah,14
59038,eon,16
6409,ipip,13
27295,fragment,12
28072,ggp,8
43325,max,7
51298,ipip,10
12063,none,12
30726,nd,11
54501,none,12
21977,ah,7
61503,xtp,16
32973,gre,11
57710,ipip,11
17106,dstopts,8
53748,max,7
55648,icmp,11
22168,ah,8
36347,idp,10
55648,dstopts,7
44644,eon,8
37285,udp,9
51298,ggp,9
38855,hello,9
34587,ipcomp,12
21842,raw,10
16349,none,7
34494,eon,8
57789,gre,13
44505,gre,9
37636,fragment,11
14201,ggp,8
44644,none,7
9200,pup,12
60847,max,10
59577,ipv6,10
21225,ah,10
2813,none,6
23545,tcp,5
21166,udp,9
55305,max,11
41465,ggp,12
47302,ipv6,12
21166,ggp,7
63733,egp,9
40316,nd,8
39046,routing,10
45244,xtp,7
6278,hello,14
10784,ipip,12
20453,routing,14
34284,igmp,13
13936,xtp,11
7535,max,7
2813,fragment,14
39255,hello,10
50307,sctp,11
35086,idp,4
4292,hello,12
58902,raw,10
48550,ggp,5
65288,ipv6,12
34973,hello,8
42304,eon,12
44218,sctp,5
62987,tcp,13
19573,xtp,15
36347,ah,12
58801,esp,9
45532,max,4
7611,pup,8
53185,esp,17
61947,udp,16
55648,max,12
23646,hello,11
6278,egp,10
38192,igmp,10
65316,hopopts,10
12211,icmpv6,12
39744,ggp,15
34416,ggp,14
55648,ah,14
51298,gre,10
34925,fragment,5
26880,eon,7
57764,udp,9
35086,hopopts,5
45532,routing,10
29177,nd,7
49185,pim,7
54501,esp,11
22464,ipcomp,5
35086,icmpv6,15
58902,hopopts,13
8915,gre,12
24496,sctp,8
2855,udp,11
44644,ipip,8
51298,udp,9
47570,hopopts,7
8805,raw,15
7535,eon,12
3317,ipv6,7
58674,tp,7
1679,fragment,18
53748,pup,9
49641,raw,8
16510,rsvp,7
12416,ipv6,8
49185,routing,8
12037,max,13
11347,tp,7
23663,icmp,8
28522,esp,9
51301,idp,11
35086,egp,11
12860,hello,4
41465,ah,12
2920,fragment,8
18246,xtp,9
21471,udp,12
9700,ipv6,13
8915,pim,9
30340,icmp,18
30340,hopopts,10
40396,udp,7
40358,icmpv6,10
336,ipv6,6
20553,ipv6,13
54804,ah,8
59561,udp,15
34587,dstopts,8
2579,sctp,5
45244,hopopts,7
51453,icmpv6,4
37636,eon,12
46186,eon,9
60847,udp,9
63172,pup,14
16656,ipcomp,12
29177,ipip,13
47362,raw,6
26217,sctp,10
61648,ipip,6
8805,egp,11
14544,pim,10
49185,pup,11
34932,hopopts,10
6796,idp,4
49641,icmp,10
18079,ipv6,11
7535,ah,8
34494,rsvp,4
20553,sctp,8
59718,esp,7
59038,fragment,12
55138,esp,11
42310,eon,7
11545,ggp,7
32088,sctp,13
37354,hopopts,8
48276,tp,6
41288,ah,12
17797,egp,11
38745,ah,12
42261,gre,8
57983,rsvp,15
11490,ipv6,8
6409,routing,8
2802,max,6
19587,ggp,14
20453,ipv6,11
26880,fragment,13
34706,routing,11
59718,pim,11
14032,tp,7
4663,raw,4
20553,nd,14
20443,sctp,7
12037,xtp,9
8517,dstopts,12
59561,ipv6,14
4292,ipv6,8
36347,udp,7
21977,xtp,12
42261,ipcomp,10
55648,raw,13
10392,udp,15
43661,nd,7
61303,raw,10
20311,pim,5
53185,icmpv6,10
34494,hopopts,8
62398,icmp,9
63581,rsvp,5
6815,udp,11
59577,ipip,11
43355,pim,10
29177,pup,5
63172,max,10
58674,routing,7
4663,hopopts,10
57983,max,12
3689,hopopts,6
54804,egp,7
10392,tcp,8
24762,eon,10
51298,none,11
16510,gre,9
2855,idp,8
63733,hopopts,10
63172,hopopts,11
45369,none,11
27026,rsvp,9
35226,routing,7
646,pup,8
8915,esp,10
618,tcp,9
58902,udp,13
43673,xtp,6
16816,egp,6
52275,ipv6,11
42837,none,10
59718,routing,6
24394,udp,8
54501,tp,7
26502,max,10
58894,ggp,9
6612,hopopts,8
62546,icmp,6
24268,ah,10
26211,hopopts,17
53702,pim,3
37636,icmpv6,13
35060,udp,8
51298,egp,9
29483,ipv6,7
34706,fragment,12
23923,udp,4
11490,xtp,10
48550,none,7
58801,xtp,18
11545,xtp,10
19012,max,9
9207,raw,4
12211,esp,10
61785,max,7
26502,tcp,11
23545,routing,4
23054,tcp,8
52281,tp,16
16510,esp,6
47869,sctp,10
59718,udp,10
15378,ggp,6
55329,routing,3
6057,tp,10
42837,ipv6,9
42393,egp,11
22664,pup,7
26211,tp,7
61542,fragment,9
47239,eon,7
4309,ipip,11
61503,esp,8
22889,ggp,7
51298,rsvp,11
47570,raw,7
42393,pup,13
28788,hopopts,18
51453,rsvp,10
34494,idp,7
18079,ggp,8
55132,routing,6
7461,routing,13
12927,ipv6,10
37737,ipcomp,8
21122,ipcomp,17
27895,fragment,12
20852,ipcomp,9
37277,tp,9
56745,ipv6,8
2985,sctp,10
30732,icmp,7
65288,hopopts,11
10503,idp,11
32066,ah,11
6124,max,12
336,hello,6
30726,eon,12
61947,ggp,8
51298,hello,7
40710,udp,11
35913,eon,8
50427,ggp,9
6815,none,12
50307,esp,9
22664,udp,9
45688,udp,6
47362,tcp,8
34973,fragment,9
5883,igmp,6
51321,fragment,16
3267,raw,5
54683,raw,8
646,routing,9
41465,routing,5
2855,xtp,6
36287,eon,8
65316,nd,7
26880,tcp,9
18750,eon,8
55567,xtp,9
12860,hopopts,6
12936,sctp,9
26502,sctp,10
43325,xtp,9
16349,icmp,5
24268,dstopts,8
2920,hopopts,7
316,sctp,9
33445,hello,11
36721,fragment,6
38855,fragment,5
55567,routing,13
42304,hello,5
58894,gre,11
6124,none,9
55187,gre,10
58674,xtp,6
51321,rsvp,4
51298,icmp,4
13936,tcp,7
23663,ipv6,6
20553,ipcomp,4
59718,xtp,11
33395,icmpv6,10
57983,igmp,9
8845,tcp,5
65288,tp,9
13446,xtp,10
54683,hopopts,8
37978,fragment,13
42261,xtp,11
8845,esp,15
6057,udp,9
2855,pim,10
64749,sctp,5
35913,icmp,8
51453,xtp,6
7627,rsvp,7
34284,fragment,11
19193,raw,8
14544,igmp,10
32973,hello,12
57764,icmp,9
58902,ggp,9
23969,dstopts,11
18079,icmpv6,12
59828,dstopts,9
38409,icmp,10
32973,idp,15
54804,udp,14
50462,ipcomp,10
30726,raw,8
11347,pup,11
18750,ipcomp,9
3958,hopopts,7
2985,max,11
9700,ipip,4
15308,max,6
5350,icmp,6
22168,ipv6,6
3689,sctp,9
31917,tcp,16
34494,tcp,7
18750,udp,9
44218,ipv6,11
41038,dstopts,6
26880,idp,8
20553,xtp,7
46924,none,7
17797,max,11
25199,egp,8
20852,raw,10
14032,tcp,15
32066,dstopts,18
6278,xtp,10
22889,tcp,6
59561,egp,9
30726,gre,11
59718,ggp,6
37636,sctp,8
50427,eon,5
52381,xtp,8
13981,icmpv6,12
3907,icmp,10
24268,icmp,8
19193,none,14
52474,hello,6
48276,icmpv6,12
42711,esp,9
37737,ah,9
12037,rsvp,9
8845,rsvp,5
23923,icmpv6,9
21166,esp,11
34284,hello,7
16816,igmp,9
52,routing,14
30618,none,11
45369,hello,12
58894,pup,9
55329,dstopts,12
26217,none,12
45369,sctp,10
48950,ipcomp,15
7461,raw,4
62451,igmp,9
40316,ipcomp,7
15378,icmp,15
16816,icmpv6,13
1679,ipcomp,9
26502,tp,15
27895,ipv6,10
61303,ipip,12
36287,gre,14
41038,pup,8
27895,ah,13
8365,egp,8
52645,igmp,10
65288,pim,9
12562,gre,8
61503,egp,7
53559,igmp,7
31296,xtp,12
8845,fragment,16
23054,esp,12
12927,ipcomp,12
61947,nd,12
49966,nd,11
19193,max,8
39046,sctp,6
52645,icmpv6,10
22168,icmp,10
19573,idp,5
61837,fragment,14
64240,rsvp,8
4292,ggp,10
21225,esp,14
19012,hopopts,9
61569,ipip,7
16349,udp,9
47302,dstopts,12
8805,rsvp,11
48550,idp,13
7461,fragment,8
50422,igmp,8
57789,ipv6,9
4292,tp,10
3317,dstopts,10
48550,fragment,6
967,pim,10
20443,pup,11
36721,max,6
37636,ggp,10
13018,sctp,7
12416,udp,7
46286,routing,9
8845,udp,15
14693,pim,13
8365,tcp,8
12641,icmpv6,11
21977,routing,14
59718,pup,9
32584,none,12
21225,udp,9
7611,egp,13
31018,gre,9
8517,hello,9
51298,igmp,10
62451,hello,9
33379,rsvp,9
13107,idp,14
5883,none,10
51453,routing,10
8517,icmp,7
53682,tcp,9
31917,raw,4
64240,ipv6,7
22168,tp,7
46924,tcp,7
57710,ipv6,11
36857,ggp,7
35226,egp,10
42310,icmp,14
37277,none,7
22664,fragment,11
53185,udp,11
20554,hello,9
10784,xtp,11
41919,raw,11
26502,eon,10
21122,eon,13
27295,icmp,13
52381,ipv6,6
1679,rsvp,8
42185,hopopts,9
618,pup,5
49966,udp,3
36329,raw,10
24496,hello,9
3317,tcp,11
4296,hello,6
4296,none,9
11545,pup,12
36736,ggp,11
4663,icmp,14
21471,hello,13
60847,ah,11
44505,hopopts,8
2450,nd,8
24495,tcp,12
28979,nd,10
55648,sctp,10
19012,dstopts,9
54588,icmp,9
24495,pim,11
42304,icmp,10
42185,igmp,4
8365,ipip,13
36736,icmpv6,8
24268,ipip,8
12037,hello,14
47869,rsvp,8
7611,sctp,11
10392,gre,3
47239,dstopts,7
3907,igmp,10
60847,tcp,11
27311,nd,12
12063,egp,15
54501,rsvp,10
54518,ah,6
62398,sctp,11
37277,ipcomp,11
48294,hello,10
61542,ggp,7
24518,egp,6
53748,xtp,8
42304,ah,7
41919,idp,9
23472,ipip,14
64749,idp,13
42974,gre,10
37355,icmpv6,13
39744,pup,10
57764,ipip,6
43673,routing,10
37978,hopopts,8
2450,xtp,10
20630,dstopts,7
29483,tcp,8
58674,ipcomp,13
57710,rsvp,10
13018,xtp,8
12063,gre,9
12562,raw,4
37355,eon,6
26502,esp,12
59828,ipcomp,14
7461,xtp,5
13936,ggp,7
43673,hello,12
59561,max,7
6565,ggp,10
4292,sctp,7
42639,none,16
16656,udp,8
9515,ipcomp,10
28522,ipcomp,10
37355,esp,10
21093,igmp,17
43872,tp,8
18728,hello,13
50307,ipip,10
12641,tp,10
24518,ah,6
53185,sctp,9
33395,sctp,10
10867,ipcomp,8
21122,rsvp,12
49641,tcp,12
2425,esp,14
58902,pup,7
8845,egp,5
44644,udp,11
41288,dstopts,11
46797,tp,10
56744,max,11
18246,tcp,8
47302,eon,8
8311,nd,16
61785,pup,12
61837,gre,7
34925,idp,18
44505,eon,3
39046,igmp,6
24496,tcp,8
26422,raw,3
23772,tp,11
10784,ah,5
48950,dstopts,6
33251,rsvp,8
53682,gre,7
55456,idp,12
2450,icmpv6,6
5868,ipcomp,5
58894,max,16
41038,igmp,12
56745,nd,14
48294,fragment,12
55567,nd,10
47302,routing,12
21225,routing,8
30618,xtp,9
16510,dstopts,8
52,dstopts,11
30230,eon,4
21225,ipcomp,5
7627,eon,12
5868,ah,9
2450,egp,6
27311,ipip,11
64749,rsvp,13
34284,rsvp,8
39046,xtp,12
62546,egp,4
16659,eon,9
10557,sctp,10
4417,raw,5
32066,hello,9
47570,max,12
32584,ggp,6
61785,hello,11
61648,icmpv6,6
57764,esp,10
27311,dstopts,12
7627,egp,12
13446,gre,9
33379,pup,5
45532,ipv6,10
32973,tp,7
35086,none,7
61303,rsvp,10
45369,ah,10
57789,tcp,9
55187,none,9
53731,nd,7
44484,fragment,12
21122,tcp,8
41465,icmp,6
23054,ggp,15
21977,pim,11
18246,max,13
55132,ah,7
63172,nd,12
42261,esp,6
51453,tp,7
646,ipv6,10
16349,sctp,14
12936,nd,5
57764,hello,7
19012,idp,7
31018,icmpv6,9
19573,igmp,9
59828,tcp,9
20630,hopopts,10
13936,hello,12
30726,none,12
27311,udp,14
19587,esp,9
2920,sctp,8
45204,raw,13
53702,udp,12
31296,hello,9
11490,egp,17
31018,pup,9
54804,fragment,8
23425,hello,8
47302,tp,11
19587,tcp,4
2450,hello,9
31296,ipv6,9
19193,egp,12
64749,igmp,7
61503,tcp,19
20453,dstopts,10
39744,ah,12
38409,max,5
18079,ah,14
27895,egp,9
32973,ah,11
59718,idp,7
58674,icmp,11
2579,hopopts,3
63581,nd,6
23054,xtp,7
37978,routing,12
22464,igmp,11
42639,ipip,10
62451,ah,15
34932,sctp,10
34932,esp,7
55305,tcp,9
53682,ipv6,7
23969,xtp,8
2450,ipcomp,9
11347,gre,15
5868,xtp,9
62987,idp,13
34416,pup,8
65316,ipcomp,8
57764,eon,5
37285,xtp,4
8311,ipip,8
12927,rsvp,12
32584,rsvp,10
8915,tp,14
30618,dstopts,7
42310,igmp,20
19699,ipip,10
42974,pim,4
61837,igmp,10
39744,tcp,10
54683,xtp,6
48950,idp,12
59561,dstopts,12
44215,hello,13
37355,idp,7
37737,egp,11
23054,ipv6,13
59577,tcp,6
52281,raw,11
62398,idp,13
12211,dstopts,8
42837,hello,9
23969,esp,5
46924,icmp,6
55567,rsvp,15
36564,gre,10
23663,pim,8
13446,none,3
21842,pim,13
63996,max,8
36564,ipcomp,13
47302,gre,11
41919,eon,8
40396,sctp,15
11347,nd,13
20553,ah,5
41919,xtp,11
65316,hello,9
26801,dstopts,13
52281,tcp,16
51776,eon,18
51776,ggp,9
56744,hopopts,13
61569,tcp,9
25199,tcp,13
967,tcp,9
2813,sctp,9
36564,icmpv6,13
37978,udp,8
58801,max,11
19012,udp,5
34284,dstopts,15
6612,raw,7
40396,idp,10
6124,gre,10
61503,pup,10
53559,pim,10
6815,dstopts,4
52,ipv6,7
24762,pim,9
3317,ipcomp,13
64749,ah,8
43325,esp,10
6409,idp,6
52281,gre,9
27295,ah,15
24394,esp,5
24518,rsvp,7
34416,icmpv6,8
59718,ipip,15
61503,igmp,13
22664,gre,10
55567,ipv6,6
40316,ah,7
1679,igmp,8
3958,ah,5
16510,pim,10
21093,xtp,9
46440,hopopts,12
20852,fragment,17
29590,hello,9
19012,eon,8
40358,routing,12
21093,idp,13
10503,fragment,8
27295,dstopts,9
37978,nd,15
24518,nd,12
27295,tcp,6
44644,tp,9
22664,tcp,10
45532,xtp,10
56745,dstopts,7
42393,udp,8
8263,tcp,10
4417,xtp,6
24518,hello,6
10557,max,8
42261,igmp,8
11347,idp,9
23646,xtp,10
18750,pup,8
53702,max,8
2985,xtp,11
44505,rsvp,8
57983,idp,12
58191,idp,7
65316,eon,8
23772,pup,4
63733,raw,5
8365,ipv6,7
12860,dstopts,12
46186,fragment,12
3267,eon,9
36721,icmpv6,4
30340,nd,7
54501,raw,12
14693,hopopts,8
20443,dstopts,9
45204,dstopts,6
24496,egp,7
61785,icmp,9
23472,rsvp,11
8915,ggp,11
54501,pup,8
8365,fragment,8
4296,igmp,5
30071,xtp,12
64240,icmpv6,15
40327,ipcomp,7
57764,igmp,10
32088,dstopts,3
40327,hopopts,11
33445,routing,10
61785,fragment,4
9700,nd,7
50427,ipip,8
48950,udp,4
22664,hopopts,10
12037,fragment,10
39255,ggp,11
46728,hopopts,7
11347,ah,9
20630,nd,8
52,idp,6
40710,routing,8
61542,raw,11
61569,xtp,9
27295,hello,12
40710,eon,14
23425,tcp,5
20630,pup,9
26422,igmp,12
57983,pup,5
7611,hello,14
34706,rsvp,5
27026,ipcomp,10
29590,none,9
10392,raw,9
10503,routing,11
61569,egp,11
21225,eon,10
49185,icmpv6,10
3317,icmp,6
4663,eon,9
18750,ipip,10
14544,fragment,10
40316,hello,10
14693,hello,11
31296,pim,4
62398,eon,10
41038,egp,5
45688,fragment,10
7611,pim,9
40316,icmp,10
28522,dstopts,9
6612,ipip,7
14693,nd,7
26801,icmpv6,5
37354,icmpv6,10
39255,hopopts,8
12562,xtp,8
34416,hello,10
40710,rsvp,10
30071,ipip,8
45204,nd,10
4905,pup,8
2855,hopopts,11
63581,tcp,7
54683,ipcomp,14
9207,routing,10
12936,igmp,8
45532,pup,6
47869,tp,10
18750,hello,11
16656,rsvp,13
52,egp,11
8263,raw,11
6409,gre,7
19699,none,12
7461,pup,10
6796,gre,10
61947,pim,9
46286,udp,6
54588,max,10
48550,max,9
53702,idp,8
33251,idp,6
62451,pim,10
59038,dstopts,10
53185,eon,8
13446,dstopts,11
967,rsvp,13
21442,hopopts,9
29590,ipip,6
45688,igmp,6
44215,hopopts,6
64240,ipip,11
44644,ah,11
18246,esp,16
35195,dstopts,11
46186,rsvp,12
55187,pim,8
56745,egp,8
54588,sctp,10
52275,none,9
8915,nd,11
38409,fragment,6
47869,hopopts,12
36736,gre,8
20852,nd,7
26880,ggp,6
19587,ipv6,10
61542,ipv6,8
61303,ggp,14
28979,none,8
46286,igmp,14
62451,dstopts,8
51453,pup,7
29177,max,16
21166,raw,8
6278,routing,7
26422,none,15
19587,routing,17
9700,ah,8
30035,hopopts,9
12360,udp,14
12211,ipcomp,8
40396,ah,8
30340,none,7
22464,sctp,9
63172,icmpv6,8
15378,ah,14
55138,nd,10
49185,none,6
55648,ipip,10
38855,egp,8
30035,ipip,8
59577,idp,8
43325,tp,10
6565,raw,6
25199,sctp,12
61947,hello,9
55648,xtp,10
55305,egp,7
20630,igmp,10
49966,max,7
19193,ggp,10
44505,ah,7
31296,idp,10
1679,idp,11
34416,tp,7
63733,igmp,9
42639,udp,6
45204,eon,10
52474,sctp,7
13107,dstopts,14
51298,eon,11
23772,routing,12
8263,tp,8
57764,tcp,12
50307,raw,12
3907,raw,12
42711,ggp,7
52275,dstopts,11
13446,idp,6
51453,hello,8
52381,esp,5
15378,igmp,11
40327,igmp,12
23772,raw,14
52,tp,10
12641,raw,7
36287,hello,10
12562,fragment,8
16656,idp,8
38855,idp,16
37978,ipcomp,8
21166,none,8
7627,xtp,10
4139,dstopts,4
53595,gre,15
26880,rsvp,13
5868,nd,14
52381,ah,8
55329,pup,11
47239,gre,11
19587,fragment,3
36857,xtp,7
24268,ipv6,12
40327,esp,5
27895,hello,6
13107,sctp,8
33395,max,9
6565,tp,9
57789,ipip,9
35060,eon,11
63581,pim,13
53185,ah,5
21225,rsvp,5
12641,ggp,8
42393,routing,16
16659,hopopts,7
31018,igmp,7
23969,raw,3
9515,udp,10
13981,routing,7
26422,dstopts,11
22664,egp,5
6612,routing,13
9515,igmp,14
53702,sctp,7
16659,tcp,9
13107,eon,10
52275,idp,10
28979,ipv6,11
59038,pup,11
22664,hello,10
30071,idp,12
55329,max,11
54501,tcp,5
29590,eon,11
34973,gre,10
32973,routing,9
35060,fragment,9
4139,none,6
43673,ah,10
3317,ipip,8
8915,ah,17
28788,ipcomp,4
50427,pim,12
19012,ipip,9
8365,idp,8
3958,igmp,4
53702,fragment,11
20311,igmp,11
13936,sctp,12
23772,egp,13
52645,none,8
18728,ipip,12
61542,eon,10
55305,fragment,5
27311,tp,13
6278,sctp,14
21977,ipv6,11
62398,igmp,7
45369,max,7
23545,igmp,10
64240,sctp,12
15378,hello,12
49966,hopopts,8
32584,ipip,8
4417,idp,14
9515,tp,7
10867,rsvp,15
23054,dstopts,3
2813,dstopts,10
19573,max,9
37737,sctp,9
37636,pup,11
8311,sctp,9
14032,xtp,7
13018,tp,10
57789,ah,12
2450,tp,7
61303,idp,11
59828,gre,13
61503,sctp,8
62451,ggp,10
16659,ah,14
7611,dstopts,13
18728,esp,10
477,ipv6,9
26502,routing,8
33251,gre,10
12860,gre,9
55132,ipv6,10
12562,nd,6
12211,none,12
48294,max,12
29483,icmpv6,7
41465,idp,15
60847,ipv6,11
50422,ipcomp,8
58902,igmp,11
13018,igmp,7
40710,gre,5
32584,icmpv6,5
2985,none,9
6815,fragment,12
26211,idp,14
6612,nd,9
42185,udp,9
34494,ggp,13
7535,ipcomp,5
62546,eon,16
316,xtp,8
37355,udp,10
10867,igmp,11
61837,ggp,9
6057,esp,9
24762,max,11
24268,raw,7
61947,egp,6
18246,ipip,10
33379,tcp,5
18246,rsvp,10
5883,esp,15
967,pup,10
23425,routing,13
9515,ipv6,9
38192,tcp,11
11545,ipv6,9
2855,hello,7
9515,pim,4
54683,hello,8
55305,tp,8
646,pim,17
38409,gre,6
23425,tp,4
7627,udp,14
30071,ah,14
38745,ggp,7
42304,sctp,10
39046,idp,18
28072,idp,12
12211,rsvp,7
12037,ah,12
31296,nd,7
34587,tp,9
57710,udp,9
47239,sctp,8
19012,tcp,11
33379,routing,13
42261,ipv6,14
24762,dstopts,11
52,gre,8
63996,gre,5
53682,egp,12
54518,tp,9
20630,icmpv6,6
22889,routing,13
28979,igmp,10
6815,egp,14
2425,ipv6,6
4296,ggp,11
60981,fragment,11
61648,rsvp,8
21471,tp,9
12360,pup,11
24268,tcp,11
12416,esp,7
16816,udp,9
23772,icmp,13
51301,sctp,4
18750,max,9
10867,none,8
61785,rsvp,9
6278,igmp,11
23923,esp,12
3958,egp,6
25199,pup,9
9207,ah,7
12562,tp,8
41465,pim,9
59718,fragment,12
30035,hello,11
20852,pim,8
42310,raw,7
65316,ah,6
4663,ah,8
17797,eon,9
32066,eon,10
4292,max,5
31296,max,8
57764,ah,9
37355,pim,13
44215,routing,16
33251,pim,9
40396,egp,15
39515,routing,16
43872,dstopts,8
31917,ipv6,7
6124,egp,5
14032,fragment,11
29483,fragment,8
54804,dstopts,9
5883,routing,10
62451,raw,8
19193,ipv6,10
12691,ah,10
26502,egp,7
6815,pim,7
7461,gre,8
20311,raw,9
6278,pup,8
43661,xtp,12
18750,fragment,12
61569,ipv6,7
42639,raw,8
3317,fragment,7
63996,tcp,9
20311,esp,7
35226,idp,9
39744,dstopts,16
7627,ggp,10
20630,egp,11
12063,ah,16
64749,udp,18
47302,pup,13
24495,routing,16
43872,pup,13
34494,pup,11
42261,dstopts,6
20311,routing,7
30071,tp,9
19699,raw,4
43661,sctp,7
12037,tcp,13
42711,fragment,12
34973,routing,11
21166,xtp,7
12691,pup,15
48294,idp,11
1679,tcp,7
37354,dstopts,8
16659,xtp,4
23663,egp,10
27895,eon,16
26880,ipip,8
7687,ah,8
26801,pup,11
21471,nd,8
3958,pim,8
19193,pim,9
23425,ipcomp,11
4905,udp,10
41038,raw,10
51301,dstopts,7
36329,xtp,13
24394,max,8
47239,pup,12
12360,hello,9
30732,idp,11
967,hopopts,13
22464,xtp,7
39255,ipv6,14
56745,udp,11
61648,eon,6
10503,ah,9
4296,rsvp,8
33445,eon,15
52,eon,13
28522,pim,9
54501,ipip,8
3907,routing,8
6278,tp,10
336,pup,9
7687,sctp,10
16659,ipcomp,11
35060,icmp,11
21093,ipip,7
34494,ipv6,12
56745,ah,14
26217,ipcomp,4
34932,gre,11
2920,hello,8
60847,eon,8
4309,rsvp,7
41465,ipip,5
8365,igmp,6
61542,pup,17
64749,xtp,11
12562,dstopts,7
48294,raw,7
14201,udp,10
11490,hopopts,7
55132,max,13
34925,xtp,8
51453,dstopts,9
46286,hello,11
14201,rsvp,8
24394,ipv6,9
38192,none,12
60847,pim,9
9515,hopopts,10
53682,ggp,12
46924,egp,6
11490,sctp,12
40358,gre,6
55456,max,13
52,raw,12
23054,udp,8
2450,sctp,9
23969,fragment,12
61503,raw,6
12063,ipip,13
51453,ah,7
36329,ah,8
32088,ggp,8
27295,xtp,11
45369,raw,10
21122,udp,8
12641,idp,11
20553,eon,10
39255,udp,16
20852,tp,12
2802,pim,10
20553,max,10
22889,gre,9
40316,ipip,5
60981,ggp,13
4417,ah,9
62546,tcp,15
23772,udp,6
13018,none,10
38745,hopopts,14
57710,routing,9
48294,icmp,8
31296,gre,7
34494,icmpv6,14
38409,raw,15
8311,eon,7
58801,pup,7
37355,egp,7
36721,pim,9
45532,ggp,11
24495,raw,14
10392,fragment,6
967,eon,8
55187,esp,12
44484,eon,10
618,ggp,8
26880,pup,10
6278,ah,9
31296,dstopts,11
34626,max,10
52474,none,12
54518,ipcomp,11
16349,ggp,11
55648,none,6
12211,hopopts,13
55329,ipip,7
43355,eon,7
30340,ipip,7
53682,none,6
51776,hopopts,11
51453,ipv6,6
27895,gre,8
32973,eon,14
41038,ggp,5
36347,gre,9
45244,udp,9
23663,igmp,8
46797,rsvp,6
19587,ipcomp,9
26422,routing,3
61648,ggp,8
9200,xtp,8
37285,idp,7
42304,tcp,14
48294,pim,8
48550,ipip,10
31296,pup,12
6815,sctp,5
30340,rsvp,12
7687,icmp,3
30340,tp,11
62987,ipcomp,15
63996,sctp,8
4417,icmp,7
967,ipv6,3
65288,none,12
40358,igmp,11
28522,max,6
47302,idp,6
34925,tcp,8
42310,ipip,7
3267,icmp,9
61648,routing,11
62451,ipcomp,12
52381,pim,12
618,hello,8
28072,egp,13
65316,pup,9
4139,xtp,12
42261,nd,12
23472,egp,7
14544,tp,7
35195,hello,10
54683,icmp,13
27295,tp,13
7611,raw,11
